t,x,y
0.4397991002,-0.3120108843,-0.9739230871
0.4498026669,-0.3311882019,-1.0191786289
0.4598062336,-0.3504362106,-1.0654578209
0.4698098004,-0.3696814775,-1.1127188206
0.4798133671,-0.3888129592,-1.1609492302
0.4898169339,-0.4077274799,-1.2101093531
0.4998205006,-0.4263179898,-1.2601339817
0.5098240376,-0.4444566965,-1.3109620810
0.5198276043,-0.4620153308,-1.3625103235
0.5298311710,-0.4788309932,-1.4146854877
0.5398347378,-0.4947425425,-1.4673337936
0.5498383045,-0.5095469356,-1.5202832222
0.5598418713,-0.5230141282,-1.5732991695
0.5698454380,-0.5348676443,-1.6260663271
0.5798490047,-0.5447788239,-1.6781535149
0.5898525715,-0.5523445606,-1.7289679050
0.5998561382,-0.5570772886,-1.7776740789
0.6098597050,-0.5583961606,-1.8230895996
0.6198632717,-0.5556471944,-1.8635580540
0.6298668385,-0.5482058525,-1.8968605995
0.6398704052,-0.5357092619,-1.9203593731
0.6498739719,-0.5183994770,-1.9316354990
0.6598775387,-0.4972811937,-1.9295456409
0.6698811054,-0.4738423824,-1.9148194790
0.6798846722,-0.4494741559,-1.8895601034
0.6898882389,-0.4251341224,-1.8562376499
0.6998918056,-0.4013555050,-1.8170275688
0.7098953724,-0.3783860803,-1.7736163139
0.7198989391,-0.3563087285,-1.7272500992
0.7299025059,-0.3351223469,-1.6788370609
0.7399060726,-0.3147912621,-1.6290380955
0.7499096394,-0.2952581644,-1.5783475637
0.7599132061,-0.2764607668,-1.5271339417
0.7699167728,-0.2583470345,-1.4756776094
0.7799203396,-0.2408575416,-1.4241976738
0.7899239063,-0.2239490747,-1.3728611469
0.7999274731,-0.2075747252,-1.3218004704
0.8099310398,-0.1916949749,-1.2711265087
0.8199346066,-0.1762890816,-1.2209138870
0.8299381733,-0.1613315344,-1.1712346077
0.8399417400,-0.1467936635,-1.1221356392
0.8499453068,-0.1326735020,-1.0736685991
0.8599488735,-0.1189600825,-1.0258598328
0.8699524403,-0.1056519747,-0.9787292480
0.8799560070,-0.0927549005,-0.9322957397
0.8899595737,-0.0802822113,-0.8866034746
0.8999631405,-0.0682122111,-0.8415769935
0.9099667072,-0.0566279292,-0.7973527908
0.9199702740,-0.0455220938,-0.7538600564
0.9299738407,-0.0349525809,-0.7111878395
0.9399774075,-0.0249134898,-0.6692340374
0.9499809742,-0.0154538751,-0.6280242205
0.9599845409,-0.0066264272,-0.5875956416
0.9699881077,0.0015448332,-0.5479090214
0.9799916744,0.0090065002,-0.5089862347
0.9899952412,0.0156753659,-0.4710066915
0.9999988079,0.0215563774,-0.4337972999
1.0100023746,0.0265998840,-0.3973826170
1.0200059414,0.0307433605,-0.3619573712
1.0300095081,0.0339689255,-0.3274122775
1.0400130749,0.0362544060,-0.2937294245
1.0500166416,0.0375708938,-0.2610132992
1.0600202084,0.0379117727,-0.2294652760
1.0700237751,0.0372593403,-0.1988720894
1.0800273418,0.0356208086,-0.1693154722
1.0900309086,0.0330052972,-0.1408980340
1.1000344753,0.0294075608,-0.1135105342
1.1100380421,0.0248803496,-0.0873686522
1.1200416088,0.0194595456,-0.0624908209
1.1300451756,0.0131699443,-0.0388523936
1.1400487423,0.0060711503,-0.0165160298
1.1500523090,-0.0018100142,0.0045560598
1.1600558758,-0.0104243159,0.0243476629
1.1700594425,-0.0197126269,0.0428292751
1.1800630093,-0.0296226740,0.0599968433
1.1900665760,-0.0401101708,0.0758700669
1.2000701427,-0.0511150360,0.0904379785
1.2100737095,-0.0625679493,0.1036795378
1.2200772762,-0.0744057298,0.1155938506
1.2300808430,-0.0865687728,0.1261911988
1.2400844097,-0.0989834666,0.1354628205
1.2500879765,-0.1118118763,0.1436656713
1.2600915432,-0.1248878837,0.1506614089
1.2700951099,-0.1381683350,0.1564632654
1.2800986767,-0.1516922712,0.1611528993
1.2901022434,-0.1654360294,0.1647439003
1.3001058102,-0.1791923642,0.1671139598
1.3101093769,-0.1928690672,0.1682568789
1.3201129436,-0.2067102194,0.1683831215
1.3301165104,-0.2207139134,0.1675039530
1.3401200771,-0.2346933186,0.1655315161
1.3501236439,-0.2485567331,0.1624526978
1.3601272106,-0.2626064718,0.1584264636
1.3701307774,-0.2766035795,0.1533565521
1.3801343441,-0.2905653119,0.1472577453
1.3901379108,-0.3046592474,0.1401811242
1.4001414776,-0.3185585141,0.1320396662
1.4101450443,-0.3326792717,0.1229133010
1.4201486111,-0.3466110229,0.1127139330
1.4301521778,-0.3607372642,0.1014724374
1.4401557446,-0.3746725619,0.0891239047
1.4501593113,-0.3888170123,0.0756571889
1.4601628780,-0.4027945697,0.0610253215
1.4701664448,-0.4168426692,0.0451754332
1.4801700115,-0.4308398366,0.0280628204
1.4901735783,-0.4447878599,0.0096327066
1.5001771450,-0.4587376714,-0.0102052093
1.5101807117,-0.4724347591,-0.0314605236
1.5201842785,-0.4860693216,-0.0542712212
1.5301878452,-0.4994110167,-0.0786424875
1.5401914120,-0.5125039816,-0.1046858430
1.5501949787,-0.5252740383,-0.1324753165
1.5601985455,-0.5374896526,-0.1619857550
1.5702021122,-0.5492827296,-0.1934124231
1.5802056789,-0.5602906346,-0.2266184092
1.5902092457,-0.5706654787,-0.2618413568
1.6002128124,-0.5800577402,-0.2988994122
1.6102163792,-0.5885597467,-0.3380077481
1.6202199459,-0.5960138440,-0.3791523576
1.6302235126,-0.6019598246,-0.4218293428
1.6402270794,-0.6066178083,-0.4664077163
1.6502306461,-0.6099045277,-0.5129016638
1.6602342129,-0.6116942167,-0.5612331033
1.6702377796,-0.6119433045,-0.6114988327
1.6802413464,-0.6103897095,-0.6631386280
1.6902449131,-0.6071197987,-0.7165403366
1.7002484798,-0.6020328999,-0.7716172934
1.7102520466,-0.5949945450,-0.8278012276
1.7202556133,-0.5860077739,-0.8849645853
1.7302591801,-0.5750880241,-0.9429677725
1.7402627468,-0.5622646809,-1.0016582012
1.7502663136,-0.5475640297,-1.0609921217
1.7602698803,-0.5308691859,-1.1214793921
1.7702734470,-0.5122427344,-1.1824600697
1.7802770138,-0.4916144013,-1.2440142632
1.7902805805,-0.4689604938,-1.3059583902
1.8002841473,-0.4445478022,-1.3675565720
1.8102877140,-0.4180508852,-1.4293169975
1.8202912807,-0.3895165026,-1.4908503294
1.8302948475,-0.3589016795,-1.5519056320
1.8402984142,-0.3262438774,-1.6120839119
1.8503019810,-0.2912802994,-1.6712222099
1.8603055477,-0.2540260255,-1.7287238836
1.8703091145,-0.2143332362,-1.7840006351
1.8803126812,-0.1719731092,-1.8362727165
1.8903162479,-0.1269754767,-1.8843131065
1.9003198147,-0.0791125298,-1.9266521931
1.9103233814,-0.0284579396,-1.9612195492
1.9203269482,0.0246059224,-1.9854862690
1.9303305149,0.0790920556,-1.9968795776
1.9403340816,0.1330105215,-1.9937918186
1.9503376484,0.1858171672,-1.9762740135
1.9603412151,0.2357151508,-1.9461700916
1.9703447819,0.2819982469,-1.9061555862
1.9803483486,0.3246113658,-1.8587543964
1.9903519154,0.3636531830,-1.8060458899
2.0003554821,0.3995141983,-1.7494602203
2.0103590488,0.4323250055,-1.6901950836
2.0203626156,0.4623779356,-1.6290142536
2.0303661823,0.4898851812,-1.5664907694
2.0403697491,0.5149790049,-1.5031044483
2.0503733158,0.5377244949,-1.4393167496
2.0603768826,0.5584441423,-1.3750071526
2.0703804493,0.5769184232,-1.3109648228
2.0803840160,0.5934166908,-1.2469415665
2.0903875828,0.6079511642,-1.1830880642
2.1003911495,0.6204340458,-1.1199903488
2.1103947163,0.6309548616,-1.0576900244
2.1203982830,0.6395722628,-0.9961444139
2.1304018497,0.6463005543,-0.9351222515
2.1404054165,0.6510899067,-0.8748205900
2.1504089832,0.6539109945,-0.8154250383
2.1604125500,0.6547788382,-0.7572575212
2.1704161167,0.6536480784,-0.7001787424
2.1804196835,0.6505523324,-0.6444871426
2.1904232502,0.6455176473,-0.5903182030
2.2004268169,0.6385782957,-0.5377951264
2.2104303837,0.6297748685,-0.4870291352
2.2204339504,0.6197544336,-0.4390637875
2.2304375172,0.6085501909,-0.3936100006
2.2404410839,0.5958272815,-0.3500413299
2.2504446507,0.5816332102,-0.3084167242
2.2604482174,0.5660183430,-0.2687901258
2.2704517841,0.5490348935,-0.2312118411
2.2804553509,0.5309752822,-0.1959065795
2.2904589176,0.5130257607,-0.1635960937
2.3004624844,0.4940018058,-0.1332771182
2.3104660511,0.4739526510,-0.1049839854
2.3204696178,0.4534188509,-0.0789605379
2.3304731846,0.4332877398,-0.0554441214
2.3404767513,0.4123756886,-0.0338515639
2.3504803181,0.3907335997,-0.0142153502
2.3604838848,0.3684222698,0.0034309030
2.3704874516,0.3455027342,0.0190519094
2.3804910183,0.3220456839,0.0326125026
2.3904945850,0.2988551855,0.0440779328
2.4004981518,0.2764712274,0.0535556674
2.4105017185,0.2537843883,0.0610880852
2.4205052853,0.2308790684,0.0666469336
2.4305088520,0.2078462243,0.0702077150
2.4405124187,0.1865183711,0.0722277761
2.4505159855,0.1652738750,0.0724200010
2.4605195522,0.1441101730,0.0707444549
2.4705231190,0.1231200099,0.0671855211
2.4805266857,0.1023938358,0.0617278814
2.4905302525,0.0820207596,0.0543568134
2.5005338192,0.0620973110,0.0450645089
2.5105373859,0.0427346230,0.0338578224
2.5205409527,0.0240179300,0.0207263827
2.5305445194,0.0060479641,0.0056751370
2.5405480862,-0.0110743046,-0.0112868547
2.5505516529,-0.0272507668,-0.0301485658
2.5605552197,-0.0423908234,-0.0509029031
2.5705587864,-0.0564050674,-0.0735405684
2.5805623531,-0.0691914558,-0.0980323553
2.5905659199,-0.0806725025,-0.1243724227
2.6005694866,-0.0907592177,-0.1525355577
2.6105730534,-0.0993699431,-0.1824987233
2.6205766201,-0.1060358882,-0.2131325901
2.6305801868,-0.1109815240,-0.2447717190
2.6405837536,-0.1144270301,-0.2780780494
2.6505873203,-0.1163031459,-0.3130132258
2.6605908871,-0.1165549755,-0.3495482802
2.6705944538,-0.1151325703,-0.3876464963
2.6805980206,-0.1119938493,-0.4272664785
2.6906015873,-0.1071042418,-0.4683588743
2.7006051540,-0.1004238725,-0.5108382702
2.7106087208,-0.0920895934,-0.5534371138
2.7206122875,-0.0821806788,-0.5966253877
2.7306158543,-0.0706447363,-0.6409965754
2.7406194210,-0.0577477813,-0.6855490208
2.7506229877,-0.0436435342,-0.7302291393
2.7606265545,-0.0281507373,-0.7758628726
2.7706301212,-0.0113182068,-0.8223658800
2.7806336880,0.0062974095,-0.8685616255
2.7906372547,0.0246734619,-0.9148225784
2.8006408215,0.0440464616,-0.9616929293
2.8106443882,0.0643185973,-1.0090901852
2.8206479549,0.0853923559,-1.0569031239
2.8306515217,0.1071547270,-1.1050235033
2.8406550884,0.1299873590,-1.1539361477
2.8506586552,0.1540871859,-1.2036962509
2.8606622219,0.1785576344,-1.2533402443
2.8706657887,0.2042443156,-1.3036265373
2.8806693554,0.2305931449,-1.3539216518
2.8906729221,0.2582176328,-1.4045913219
2.9006764889,0.2855205536,-1.4544235468
2.9106800556,0.3137836754,-1.5041668415
2.9206836224,0.3434990346,-1.5537950993
2.9306871891,0.3733395040,-1.6023747921
2.9406907558,0.4042504728,-1.6500027180
2.9506943226,0.4359657168,-1.6960923672
2.9606978893,0.4686936736,-1.7400699854
2.9707014561,0.5018147230,-1.7809803486
2.9807050228,0.5355551243,-1.8177553415
2.9907085896,0.5696199536,-1.8488078117
3.0007121563,0.6032662392,-1.8720793724
3.0107157230,0.6354008913,-1.8851813078
3.0207192898,0.6648641229,-1.8858184814
3.0307228565,0.6892837882,-1.8732059002
3.0407264233,0.7078619003,-1.8481402397
3.0507299900,0.7201717496,-1.8130342960
3.0607335567,0.7267260551,-1.7705671787
3.0707371235,0.7283833623,-1.7229888439
3.0807406902,0.7259609103,-1.6719999313
3.0907442570,0.7201471925,-1.6188248396
3.1007478237,0.7114266753,-1.5644409657
3.1107513905,0.7001736164,-1.5096409321
3.1207549572,0.6872227192,-1.4541115761
3.1307585239,0.6722764969,-1.3992333412
3.1407620907,0.6562141180,-1.3439823389
3.1507656574,0.6385769844,-1.2900868654
3.1607692242,0.6202063560,-1.2359688282
3.1707727909,0.6008167267,-1.1829636097
3.1807763577,0.5805796385,-1.1312351227
3.1907799244,0.5599443913,-1.0793255568
3.2007834911,0.5386909246,-1.0287823677
3.2107870579,0.5169744492,-0.9796499014
3.2207906246,0.4949665666,-0.9314677715
3.2307941914,0.4727855921,-0.8832817078
3.2407977581,0.4504073262,-0.8364840150
3.2508013248,0.4279578328,-0.7910943031
3.2608048916,0.4055590630,-0.7473403811
3.2708084583,0.3831643462,-0.7034700513
3.2808120251,0.3608691096,-0.6603971124
3.2908155918,0.3387499452,-0.6184506416
3.3008191586,0.3169714212,-0.5781407356
3.3108227253,0.2955645919,-0.5390645266
3.3208262920,0.2744657993,-0.5006686449
3.3308298588,0.2535723448,-0.4623627067
3.3408334255,0.2330129147,-0.4247099161
3.3508369923,0.2130380869,-0.3885534108
3.3608405590,0.1934520602,-0.3529858291
3.3708441257,0.1746211052,-0.3191384077
3.3808476925,0.1561322212,-0.2856070995
3.3908512592,0.1383371949,-0.2534067929
3.4008548260,0.1212294102,-0.2224410474
3.4108583927,0.1045109034,-0.1919326484
3.4208619595,0.0881763101,-0.1619401276
3.4308655262,0.0722162127,-0.1325171888
3.4408690929,0.0566160679,-0.1037100852
3.4508726597,0.0413714647,-0.0755814910
3.4608762264,0.0264724493,-0.0481852591
3.4708797932,0.0118897557,-0.0215417445
3.4808833599,-0.0023936629,0.0043124855
3.4908869267,-0.0163809657,0.0293172896
3.5008904934,-0.0300881267,0.0534375608
3.5108940601,-0.0435351133,0.0766503215
3.5208976269,-0.0567529202,0.0989594162
3.5309011936,-0.0697377324,0.1203054190
3.5409047604,-0.0825038552,0.1406688988
3.5509083271,-0.0950808525,0.1600684524
3.5609118938,-0.1074687243,0.1784676909
3.5709154606,-0.1196681261,0.1958364546
3.5809190273,-0.1316985488,0.2121914327
3.5909225941,-0.1435698867,0.2275358737
3.6009261608,-0.1552709341,0.2418328524
3.6109297276,-0.1668025255,0.2550780773
3.6209332943,-0.1781819463,0.2673100829
3.6309368610,-0.1893860102,0.2784850597
3.6409404278,-0.2004082203,0.2886019647
3.6509439945,-0.2114293575,0.2978642285
3.6609475613,-0.2234757543,0.3072135746
3.6709511280,-0.2353489995,0.3154498935
3.6809546947,-0.2470414042,0.3225965798
3.6909582615,-0.2585429549,0.3286770284
3.7009618282,-0.2698150277,0.3336619139
3.7109653950,-0.2808325887,0.3375573456
3.7209689617,-0.2923743129,0.3409900069
3.7309725285,-0.3043887019,0.3438570797
3.7409760952,-0.3161046505,0.3455990255
3.7509796619,-0.3274975419,0.3462464809
3.7609832287,-0.3386601210,0.3458988667
3.7709867954,-0.3509369493,0.3453521729
3.7809903622,-0.3628059328,0.3436682820
3.7909939289,-0.3742444217,0.3409009576
3.8009974957,-0.3851887286,0.3370433450
3.8110010624,-0.3956050575,0.3321400881
3.8210046291,-0.4054398239,0.3262099624
3.8310081959,-0.4164043665,0.3200168610
3.8410117626,-0.4267400801,0.3127906919
3.8510153294,-0.4375563860,0.3049854040
3.8610188961,-0.4482979774,0.2963765264
3.8710224628,-0.4593393207,0.2870877385
3.8810260296,-0.4703861475,0.2770041823
3.8910295963,-0.4806240499,0.2659446597
3.9010331631,-0.4899992943,0.2539610863
3.9110367298,-0.5002866983,0.2414298058
3.9210402966,-0.5103814602,0.2281054854
3.9310438633,-0.5207505822,0.2140477896
3.9410474300,-0.5317263603,0.1992373466
3.9510509968,-0.5420156121,0.1835461855
3.9610545635,-0.5512802005,0.1670262218
3.9710581303,-0.5614014864,0.1497000456
3.9810616970,-0.5717070699,0.1314893961
3.9910652637,-0.5822501183,0.1123386621
4.0010685921,-0.5928966999,0.0921971202
4.0110721588,-0.6024283171,0.0712450743
4.0210757256,-0.6123893261,0.0492052436
4.0310792923,-0.6226096153,0.0260097384
4.0410828590,-0.6335377693,0.0014114976
4.0510864258,-0.6439647675,-0.0243270993
4.0610899925,-0.6532285213,-0.0509157777
4.0710935593,-0.6613308191,-0.0782870054
4.0810971260,-0.6703924537,-0.1075121760
4.0911006927,-0.6795051098,-0.1383426785
4.1011042595,-0.6874105930,-0.1700768471
4.1111078262,-0.6971291304,-0.2049536705
4.1211113930,-0.7055276036,-0.2409696579
4.1311149597,-0.7128770351,-0.2783109546
4.1411185265,-0.7212383151,-0.3191950321
4.1511220932,-0.7280334830,-0.3613309860
4.1611256599,-0.7332849503,-0.4046635628
4.1711292267,-0.7370170355,-0.4491429925
4.1811327934,-0.7392551899,-0.4947237372
4.1911363602,-0.7400253415,-0.5413632393
4.2011399269,-0.7393524647,-0.5890204906
4.2111434937,-0.7377739549,-0.6390668154
4.2211470604,-0.7352916002,-0.6923137903
4.2311506271,-0.7310075164,-0.7465569377
4.2411541939,-0.7249413729,-0.8017053008
4.2511577606,-0.7171169519,-0.8576597571
4.2611613274,-0.7075678110,-0.9143134952
4.2711648941,-0.6962857246,-0.9739348888
4.2811684608,-0.6829535961,-1.0354161263
4.2911720276,-0.6675800085,-1.0971513987
4.3011755943,-0.6502553225,-1.1589487791
4.3111791611,-0.6310437918,-1.2207703590
4.3211827278,-0.6088715792,-1.2856543064
4.3311862946,-0.5846955180,-1.3497750759
4.3411898613,-0.5587360859,-1.4128551483
4.3511934280,-0.5312567949,-1.4746098518
4.3611969948,-0.5017251968,-1.5359132290
4.3712005615,-0.4696601927,-1.5969934464
4.3812041283,-0.4342618287,-1.6580411196
4.3912076950,-0.3957490027,-1.7178555727
4.4012112617,-0.3562092185,-1.7739610672
4.4112148285,-0.3128750920,-1.8277946711
4.4212183952,-0.2656455040,-1.8778697252
4.4312219620,-0.2166542858,-1.9215236902
4.4412255287,-0.1628946066,-1.9581060410
4.4512290955,-0.1074916348,-1.9842541218
4.4612326622,-0.0498073399,-1.9981098175
4.4712362289,0.0108803026,-1.9980068207
4.4812397957,0.0687272623,-1.9840049744
4.4912433624,0.1246386170,-1.9578615427
4.5012469292,0.1786963791,-1.9216313362
4.5112504959,0.2285394967,-1.8783574104
4.5212540627,0.2767345905,-1.8288075924
4.5312576294,0.3207963705,-1.7758111954
4.5412611961,0.3617277741,-1.7201671600
4.5512647629,0.4014183283,-1.6611032486
4.5612683296,0.4380545616,-1.6008247137
4.5712718964,0.4715657830,-1.5402913094
4.5812754631,0.5024055243,-1.4797482491
4.5912790298,0.5313481092,-1.4185541868
4.6012825966,0.5587930679,-1.3560407162
4.6112861633,0.5844778419,-1.2924844027
4.6212897301,0.6081794500,-1.2281546593
4.6312932968,0.6289001703,-1.1668061018
4.6412968636,0.6477338672,-1.1055154800
4.6513004303,0.6646310091,-1.0442631245
4.6613039970,0.6795021892,-0.9832352400
4.6713075638,0.6923086643,-0.9238408208
4.6813111305,0.7033505440,-0.8675687909
4.6913146973,0.7126749754,-0.8119550347
4.7013182640,0.7202461362,-0.7571005821
4.7113218307,0.7260363102,-0.7030987740
4.7213253975,0.7300212383,-0.6500351429
4.7313289642,0.7333154678,-0.6007326841
4.7413325310,0.7354559302,-0.5531399846
4.7513360977,0.7361370921,-0.5064983368
4.7613396645,0.7353277206,-0.4608457088
4.7713432312,0.7329959273,-0.4162226319
4.7813467979,0.7291098833,-0.3726732731
4.7913503647,0.7236384749,-0.3302472234
4.8013539314,0.7177476883,-0.2901847959
4.8113574982,0.7119382024,-0.2526420951
4.8213610649,0.7047399282,-0.2160872817
4.8313646317,0.6982533336,-0.1821144223
4.8413681984,0.6914511919,-0.1496657133
4.8513717651,0.6839932203,-0.1184285879
4.8613753319,0.6779853106,-0.0894671082
4.8713788986,0.6707894206,-0.0611711144
4.8813824654,0.6623516679,-0.0336174965
4.8913860321,0.6526498795,-0.0068854690
4.9013895988,0.6435816288,0.0183449388
4.9113931656,0.6350011826,0.0422849655
4.9213967323,0.6260451078,0.0652623773
4.9314002991,0.6187664866,0.0869194865
4.9414038658,0.6103106737,0.1079103351
4.9514074326,0.6040230393,0.1277899146
4.9614109993,0.5970261693,0.1470255852
4.9714145660,0.5888842344,0.1655846834
4.9814181328,0.5796137452,0.1833769083
4.9914216995,0.5692376494,0.2003127337
