0,1
0.0,0.9999726
0.01,0.9999136
0.02,0.99979234
0.03,0.99955666
0.04,0.99919546
0.049999997,0.9987221
0.06,0.99815035
0.07,0.9974923
0.08,0.9967488
0.089999996,0.9959172
0.099999994,0.9949893
0.11,0.99395907
0.12,0.9928216
0.13,0.9915738
0.14,0.9902189
0.14999999,0.98875666
0.16,0.98719156
0.17,0.9855269
0.17999999,0.9837651
0.19,0.98190963
0.19999999,0.9799613
0.21,0.9779215
0.22,0.97578967
0.22999999,0.9735657
0.24,0.9712492
0.25,0.968838
0.26,0.9663334
0.26999998,0.96373236
0.28,0.9610343
0.29,0.95824003
0.29999998,0.95534813
0.31,0.9523579
0.32,0.9492698
0.32999998,0.94608426
0.34,0.9428011
0.35,0.9394206
0.35999998,0.9359435
0.37,0.9323698
0.38,0.92870104
0.39,0.92493796
0.39999998,0.9210799
0.41,0.91712844
0.42,0.9130852
0.42999998,0.90894985
0.44,0.90472317
0.45,0.900406
0.45999998,0.89599955
0.47,0.89150417
0.48,0.8869208
0.48999998,0.88224936
0.5,0.8774923
0.51,0.87264776
0.52,0.86771834
0.53,0.8627032
0.53999996,0.85760415
0.55,0.85242033
0.56,0.84715307
0.57,0.84180367
0.58,0.8363702
0.59,0.8308555
0.59999996,0.8252591
0.61,0.8195814
0.62,0.81382215
0.63,0.80798376
0.64,0.80206454
0.65,0.7960663
0.65999997,0.789989
0.66999996,0.783833
0.68,0.77759874
0.69,0.77128696
0.7,0.7648977
0.71,0.75843227
0.71999997,0.75188994
0.72999996,0.74527204
0.74,0.73857963
0.75,0.73181236
0.76,0.7249694
0.77,0.7180536
0.78,0.7110665
0.78999996,0.70400536
0.79999995,0.69687426
0.81,0.68967116
0.82,0.6823977
0.83,0.6750549
0.84,0.6676432
0.84999996,0.6601634
0.85999995,0.6526165
0.87,0.6450039
0.88,0.6373247
0.89,0.62958086
0.9,0.62177336
0.90999997,0.6139039
0.91999996,0.6059716
0.93,0.5979781
0.94,0.5899246
0.95,0.5818112
0.96,0.5736406
0.96999997,0.56541276
0.97999996,0.5571276
0.98999995,0.5487871
1.0,0.54039323
1.01,0.531945
1.02,0.52344525
1.03,0.5148934
1.04,0.50629103
1.05,0.49763882
1.06,0.4889388
1.0699999,0.48019028
1.0799999,0.47139525
1.09,0.46255255
1.1,0.45366573
1.11,0.4447341
1.12,0.43576157
1.13,0.4267428
1.14,0.41768503
1.15,0.40858364
1.16,0.3994441
1.17,0.39026475
1.18,0.38104647
1.1899999,0.3717906
1.1999999,0.36249733
1.2099999,0.3531689
1.22,0.34380466
1.23,0.3344062
1.24,0.32497448
1.25,0.31550908
1.26,0.3060115
1.27,0.296485
1.28,0.28692645
1.29,0.27733767
1.3,0.2677222
1.31,0.258079
1.3199999,0.24840909
1.3299999,0.23871487
1.3399999,0.22899449
1.35,0.21924871
1.36,0.20948368
1.37,0.19969445
1.38,0.18988675
1.39,0.18005836
1.4,0.17021042
1.41,0.160348
1.42,0.15046543
1.43,0.14056897
1.4399999,0.13065791
1.4499999,0.12073469
1.4599999,0.11079788
1.4699999,0.10084975
1.48,0.090892434
1.49,0.08092624
1.5,0.07095128
1.51,0.060970366
1.52,0.050984442
1.53,0.04099065
1.54,0.030996263
1.55,0.020998359
1.56,0.01099813
1.5699999,0.0009981394
1.5799999,-0.009001374
1.5899999,-0.018999219
1.5999999,-0.028993547
1.61,-0.03898585
1.62,-0.048973024
1.63,-0.058954954
1.64,-0.06893188
1.65,-0.07889837
1.66,-0.08885902
1.67,-0.0988093
1.68,-0.1087476
1.6899999,-0.118678
1.6999999,-0.12859291
1.7099999,-0.13849625
1.7199999,-0.14838606
1.73,-0.15826198
1.74,-0.16811824
1.75,-0.1779615
1.76,-0.18778539
1.77,-0.19758984
1.78,-0.20737758
1.79,-0.21714175
1.8,-0.2268866
1.81,-0.23660755
1.8199999,-0.24630773
1.8299999,-0.25598168
1.8399999,-0.26563117
1.8499999,-0.27525547
1.86,-0.2848522
1.87,-0.29442227
1.88,-0.303962
1.89,-0.31347078
1.9,-0.32295012
1.91,-0.33239952
1.92,-0.34181395
1.93,-0.35119554
1.9399999,-0.36054236
1.9499999,-0.36985403
1.9599999,-0.3791293
1.9699999,-0.3883645
1.9799999,-0.39756465
1.99,-0.40672627
2.0,-0.4158434
2.01,-0.42492276
2.02,-0.43395722
2.03,-0.44294918
2.04,-0.45189655
2.05,-0.46079916
2.06,-0.46965584
2.07,-0.478466
2.08,-0.48722655
2.09,-0.49593836
2.1,-0.5045996
2.11,-0.51321137
2.12,-0.5217709
2.1299999,-0.53027713
2.1399999,-0.53873205
2.1499999,-0.5471316
2.1599998,-0.55547386
2.1699998,-0.56376296
2.18,-0.5719934
2.19,-0.5801661
2.2,-0.5882815
2.21,-0.5963376
2.22,-0.604332
2.23,-0.61226577
2.24,-0.620138
2.25,-0.6279513
2.26,-0.63569576
2.27,-0.6433793
2.28,-0.650999
2.29,-0.65855145
2.3,-0.6660382
2.31,-0.67345953
2.32,-0.68081266
2.33,-0.6880974
2.34,-0.69531304
2.35,-0.70246065
2.36,-0.7095363
2.37,-0.7165431
2.3799999,-0.72347575
2.3899999,-0.7303375
2.3999999,-0.73712677
2.4099998,-0.743842
2.4199998,-0.75048435
2.4299998,-0.7570519
2.44,-0.76354504
2.45,-0.76995987
2.46,-0.7762983
2.47,-0.782561
2.48,-0.7887429
2.49,-0.79484904
2.5,-0.80087733
2.51,-0.8068235
2.52,-0.8126911
2.53,-0.8184768
2.54,-0.8241805
2.55,-0.82980216
2.56,-0.8353416
2.57,-0.8407991
2.58,-0.8461706
2.59,-0.8514601
2.6,-0.85666347
2.61,-0.861781
2.62,-0.86681205
2.6299999,-0.871758
2.6399999,-0.8766164
2.6499999,-0.88138765
2.6599998,-0.8860694
2.6699998,-0.8906635
2.6799998,-0.89516884
2.69,-0.89958405
2.7,-0.903909
2.71,-0.90814567
2.72,-0.91228807
2.73,-0.9163418
2.74,-0.9203018
2.75,-0.9241713
2.76,-0.9279468
2.77,-0.93162984
2.78,-0.9352199
2.79,-0.938716
2.8,-0.94211787
2.81,-0.9454248
2.82,-0.9486384
2.83,-0.9517559
2.84,-0.95477855
2.85,-0.9577056
2.86,-0.96053606
2.87,-0.96327055
2.8799999,-0.9659091
